hitid,uid,ranking
37,72,"[263, 2, 266, 415, 440, 280, 127, 434, 24]"
37,74,"[440, 280, 434, 415, 24, 266, 127]"
37,83,"[415, 24, 2, 266, 440, 280, 127]"
37,84,"[263, 127, 2, 118, 266, 280, 440, 326, 24, 333, 434, 62, 277, 146, 294, 448, 269, 218, 415, 82]"
37,85,"[415, 24, 263]"
37,90,"[2, 326, 118, 440, 415]"
37,93,"[266, 440, 263, 2, 127, 146]"
37,95,"[263, 127, 415, 24, 440]"
37,96,"[266, 440, 263, 415, 24]"
37,99,"[415, 118, 434, 2, 263, 440, 127]"
37,104,"[2, 127, 415, 326, 266, 440]"
37,106,"[266, 127, 415]"
37,108,"[263, 118, 24]"
37,110,"[280, 263, 415, 24]"
37,118,"[118, 263, 127]"
37,130,"[2, 415, 440, 118, 127, 280, 266, 146]"
37,137,"[263, 24, 415, 280, 434]"
37,138,"[263, 127, 280, 434, 415, 266, 24, 440]"
37,152,"[434, 127, 415, 266, 440, 280, 263, 24]"
37,154,"[415, 326, 118, 440, 2, 263, 127, 266, 280, 269, 24]"
37,158,"[263, 326, 415, 2, 440, 118, 266, 280, 127, 146]"
37,160,"[266, 440, 415, 263, 24, 434, 280, 2]"
37,161,"[333, 263, 127, 415, 266, 146, 434, 2, 24, 118, 82, 440, 280]"
37,164,"[263, 127, 415, 440, 24]"
37,165,"[24, 263, 118, 266, 440, 434, 146, 280]"
37,166,"[263, 415, 440]"
37,172,"[415, 263, 434, 24, 440, 127]"
37,175,"[333, 24, 266]"
37,177,"[263, 440, 280]"
37,178,"[440, 415, 263, 266, 127]"
37,183,"[326, 2, 263, 118, 415, 434, 127, 440]"
37,184,"[415, 2, 440, 266, 434, 146]"
37,189,"[263, 266, 24]"
37,195,"[263, 294, 2, 440, 333, 127, 280, 266, 24]"
37,196,"[326, 2, 263, 266, 118, 333, 440, 24, 127]"
37,197,"[263, 118, 2, 326, 415, 440, 127]"
37,198,"[263, 434, 440, 127, 266, 415, 146, 24, 2, 333, 326, 280]"
37,199,"[326, 2, 263, 415, 280, 440, 266]"
37,202,"[440, 263, 415, 24]"
37,205,"[263, 440, 24, 280]"
37,208,"[440, 266, 127, 415, 24]"
37,210,"[263, 24, 440]"
37,214,"[415, 440, 434, 127]"
37,216,"[263, 415, 434, 440, 266, 2, 118, 333, 127, 326, 82]"
37,217,"[263, 415, 440, 24]"
37,222,"[263, 127, 415, 440, 24]"
37,224,"[263, 440, 415]"
37,225,"[434, 263, 415, 280, 326, 24, 440, 127]"
37,227,"[263, 415, 434, 440, 24, 266, 280, 127]"
37,228,"[263, 326, 2, 440, 24, 127]"
37,229,"[326, 440, 415]"
37,230,"[326, 2, 263, 118, 333, 415, 280, 440, 24, 146, 127]"
37,232,"[326, 2, 440, 266, 415, 263, 280, 127]"
37,233,"[263, 280, 2]"
37,234,"[440, 415, 263, 24, 434]"
37,239,"[263, 415, 146, 266, 440, 127]"
37,240,"[62, 2, 434, 440, 127, 266]"
37,243,"[326, 333, 263, 146, 2, 415, 266, 277, 127]"
37,245,"[415, 440, 280, 266, 24, 263]"
37,250,"[415, 440, 280, 146, 127, 24, 434]"
37,252,"[280, 266, 263, 415]"
37,253,"[440, 263, 24]"
37,254,"[263, 2, 415, 440, 333]"
37,255,"[263, 2, 326, 415, 440]"
37,256,"[415, 127, 280, 440]"
37,264,"[2, 118, 263, 146, 326, 415, 440, 24, 127, 266, 277, 82, 434, 448, 280, 269]"
37,266,"[415, 266, 280, 118, 146, 434, 440, 2, 24, 127]"
37,276,"[326, 415, 2]"
37,281,"[127, 415, 263, 440, 266, 146]"
37,284,"[127, 415, 146]"
37,286,"[2, 263, 118, 415, 440]"
37,288,"[263, 415, 440, 266]"
37,289,"[2, 127, 263, 24, 440]"
37,291,"[440, 118, 2, 263, 415, 266, 146]"
37,297,"[415, 280, 263, 266, 440]"
37,301,"[326, 263, 280, 2, 440, 415]"
37,306,"[2, 263, 415, 440, 266, 280, 434, 24, 127]"
37,320,"[415, 24, 434, 263, 280]"
37,324,"[263, 415, 440, 333, 266, 24, 280, 127]"
37,329,"[24, 263, 277]"
37,330,"[263, 326, 440, 24]"
37,336,"[415, 263, 440, 2, 326, 280, 127, 118, 24]"
37,337,"[2, 440, 118, 263, 127, 415, 146, 280]"
37,338,"[333, 440, 127, 415, 266, 146, 280, 24, 263, 434, 82]"
37,346,"[127, 263, 269, 415, 280, 440, 266]"
37,351,"[326, 263, 2, 127, 280]"
38,6,"[387, 166, 138, 155, 202]"
38,9,"[387, 138, 155, 35]"
38,11,"[349, 138, 467, 35]"
38,15,"[349, 35, 370, 387, 467, 31, 138, 383, 166, 202, 155, 414, 44, 396, 272, 211, 87, 23, 445, 409]"
38,22,"[155, 272, 202]"
38,25,"[467, 155, 138]"
38,29,"[35, 467, 370, 138, 155]"
38,35,"[349, 35, 166, 467, 155]"
38,41,"[349, 387, 467, 138, 155, 202, 272, 445]"
38,48,"[349, 445, 155, 138]"
38,52,"[467, 349, 166]"
38,58,"[370, 166, 387, 31, 272, 414]"
38,68,"[349, 272, 166, 467, 138]"
38,69,"[349, 370, 467, 387, 202, 44, 409]"
38,72,"[349, 467, 35, 138, 31, 414]"
38,74,"[467, 272, 138]"
38,83,"[387, 349, 35, 138, 166, 155, 467]"
38,85,"[35, 387, 138, 155, 414]"
38,92,"[35, 467, 202, 166, 138, 155, 387, 445, 414]"
38,93,"[387, 349, 467, 202, 138, 155]"
38,94,"[31, 138, 166, 155, 202]"
38,95,"[414, 138, 467, 155, 445]"
38,96,"[467, 155, 138]"
38,97,"[467, 272, 349, 35]"
38,99,"[349, 138, 387, 467, 166, 414]"
38,102,"[387, 349, 138, 211]"
38,104,"[349, 387, 166, 202, 414, 370, 467]"
38,106,"[387, 467, 35, 155, 445]"
38,108,"[349, 202, 138, 211]"
38,110,"[370, 467, 138]"
38,116,"[387, 166, 138, 202, 349, 272, 155, 211, 414]"
38,118,"[202, 35, 166, 138, 155, 445]"
38,137,"[349, 202, 155, 211, 445]"
38,138,"[272, 44, 414, 23, 87, 349, 155, 202, 35, 467, 396, 409, 211, 370, 138, 383, 166, 445]"
38,145,"[349, 467, 87, 31, 166, 202, 414, 155, 138]"
38,152,"[467, 138, 155, 202, 166, 445, 414, 31]"
38,153,"[467, 349, 138, 31, 211]"
38,154,"[349, 370, 35, 138, 467, 387, 202, 155]"
38,158,"[349, 35, 387, 202, 166, 467]"
38,160,"[370, 202, 467, 138, 155, 414]"
38,161,"[272, 202, 349, 166, 467, 35, 138, 155, 414, 44, 370, 31, 387]"
38,164,"[211, 414, 467, 155, 138, 445]"
38,165,"[467, 155, 211, 414, 138, 370]"
38,166,"[467, 387, 414]"
38,172,"[396, 35, 23, 272, 349, 383]"
38,175,"[349, 166, 467, 35]"
38,178,"[349, 202, 166, 44, 138, 467]"
38,183,"[349, 370, 202, 467, 166, 387, 155, 138, 35]"
38,184,"[349, 467, 202]"
38,185,"[211, 467, 44, 138, 155]"
38,195,"[35, 370, 467, 166, 138, 31, 87]"
38,196,"[349, 387, 166, 202, 35, 138, 155, 44, 31]"
38,197,"[349, 166, 387, 202, 467, 138, 31, 414]"
38,198,"[166, 202, 467, 445, 138, 155, 370, 349, 414, 387, 31, 35]"
38,199,"[349, 387, 35, 166, 202, 467]"
38,202,"[155, 138, 211, 414]"
38,205,"[349, 138, 155, 35]"
38,208,"[467, 272, 166, 23]"
38,211,"[349, 387, 35, 467, 138, 155, 370, 202]"
38,216,"[349, 166, 202, 467, 138]"
38,217,"[349, 166, 387, 467]"
38,222,"[166, 467, 138, 155, 445, 414]"
38,224,"[349, 138, 155, 467]"
38,225,"[155, 138, 414, 467]"
38,227,"[467, 370, 409, 138, 155]"
38,228,"[467, 202, 166, 155, 445, 138]"
38,232,"[272, 166, 467, 349, 138, 414]"
38,233,"[349, 138]"
38,234,"[138, 155, 202]"
38,238,"[370, 138, 349, 35, 44, 445, 467, 31, 87]"
38,240,"[349, 202, 166, 387, 370, 272, 467, 23]"
38,243,"[349, 35, 202, 387, 138, 155]"
38,245,"[349, 387, 138, 155]"
38,250,"[387, 166, 467, 138, 35]"
38,252,"[166, 272, 35, 467, 138]"
38,253,"[31, 155, 467, 138, 445, 211, 414]"
38,254,"[349, 202, 467, 166, 138]"
38,255,"[370, 349, 387, 35]"
38,256,"[349, 166, 467, 35]"
38,264,"[467, 166, 349, 44, 387, 445, 31, 87, 35, 211, 155, 396, 272, 138, 370, 414]"
38,266,"[155, 467, 211, 349, 166]"
38,276,"[349, 387, 155]"
38,281,"[467, 138, 155, 370, 414]"
38,286,"[349, 202, 467, 211]"
38,288,"[349, 155, 370, 467]"
38,291,"[155, 467, 414, 44, 202]"
38,296,"[202, 349, 272, 155, 138, 414]"
38,297,"[349, 202, 138, 35]"
38,301,"[349, 35, 370, 387, 138, 414, 202]"
38,310,"[467, 138, 155, 35]"
38,320,"[349, 155, 138, 467]"
38,324,"[349, 138, 35, 155]"
38,329,"[414, 138, 31]"
38,330,"[138, 467, 155, 414]"
38,336,"[349, 387, 166, 31, 467, 202, 370, 138, 414]"
38,337,"[349, 35, 166, 467, 202, 387, 31]"
38,338,"[138, 467, 155, 272, 370, 44, 445, 211]"
38,341,"[387, 349, 396, 409]"
38,343,"[467, 138, 166, 387, 349, 155, 370, 23, 414]"
38,346,"[414, 370, 155, 467, 409, 35]"
38,351,"[387, 35, 467]"
39,3,"[139, 457, 46, 187, 450, 295, 86, 308, 309]"
39,6,"[450, 46, 457, 295]"
39,9,"[286, 139, 46, 457, 308]"
39,22,"[450, 295, 37]"
39,25,"[295, 450, 46, 457, 37]"
39,29,"[295, 187, 46, 139, 308, 450, 37, 457, 188]"
39,48,"[139, 46, 308, 187]"
39,52,"[46, 187, 295, 308]"
39,58,"[301, 220, 46, 295, 139, 37]"
39,68,"[46, 450, 139, 220, 187, 308, 457, 309]"
39,69,"[286, 450, 46, 295, 308, 457, 187, 183]"
39,72,"[139, 295, 308, 457, 188, 46, 37]"
39,74,"[46, 139, 308, 188, 295, 450, 37, 145]"
39,83,"[450, 457, 187, 37]"
39,85,"[457, 308, 37, 295]"
39,90,"[450, 46, 139, 308, 457, 187, 309, 270]"
39,91,"[46, 139, 450, 295, 308, 187, 86, 183]"
39,93,"[139, 286, 450, 46, 188, 295, 308, 187]"
39,95,"[139, 187, 270, 37, 450]"
39,96,"[46, 308, 187, 457, 295]"
39,97,"[46, 308, 309, 187, 457, 37, 139]"
39,99,"[220, 46, 139, 295, 450, 308, 457, 187, 37]"
39,102,"[46, 139, 450, 187, 308, 183]"
39,104,"[188, 286, 295, 450, 220, 187, 46, 308, 457, 309]"
39,106,"[187, 457, 46, 37]"
39,108,"[139, 295, 183, 145, 457]"
39,110,"[139, 188, 46, 295, 187, 145, 86]"
39,111,"[220, 286, 308, 139, 450, 457, 187, 46]"
39,116,"[450, 46, 308, 183, 139, 220, 286, 295, 188, 428]"
39,117,"[46, 286, 139, 308, 187]"
39,130,"[46, 286, 139, 450, 295, 188, 220, 308, 187, 457, 86, 309]"
39,137,"[450, 46, 183]"
39,138,"[46, 188, 295, 139, 37, 309, 315, 450, 145]"
39,145,"[46, 220, 139, 450, 295, 457, 187, 308]"
39,152,"[309, 457, 46, 308, 37, 187, 295]"
39,153,"[139, 46, 450, 295, 457]"
39,154,"[46, 295, 457, 139, 220, 188, 450, 286, 187, 145, 309, 308, 183]"
39,158,"[295, 46, 220, 139, 188, 308, 457, 187, 309]"
39,160,"[450, 187, 457, 183, 139, 295]"
39,161,"[308, 139, 187, 188, 450, 270, 295, 286, 457, 86, 46, 183, 220, 309, 37]"
39,164,"[139, 46, 450, 457, 308, 37]"
39,165,"[139, 188, 286, 46, 183, 220, 450, 457, 145, 308]"
39,166,"[139, 286, 46, 450, 308, 187]"
39,172,"[295, 46, 457, 286, 187, 86, 145]"
39,175,"[187, 308, 37]"
39,177,"[139, 46, 308, 187]"
39,178,"[450, 46, 139, 188, 187, 295, 308, 457, 37]"
39,183,"[286, 46, 220, 188, 301, 308, 139, 295, 450, 187, 309, 457, 37]"
39,184,"[450, 286, 46, 308, 295, 187]"
39,185,"[308, 183, 286, 46, 315]"
39,189,"[286, 457, 308, 139]"
39,193,"[139, 183, 450, 46, 187, 295, 37]"
39,195,"[139, 286, 46, 457, 188, 308, 183, 187, 86, 295]"
39,196,"[220, 188, 286, 450, 428, 295, 145, 46, 457, 308, 309]"
39,198,"[450, 46, 286, 139, 308, 309, 12, 37, 187, 457, 295]"
39,205,"[46, 139, 450, 187, 308]"
39,208,"[308, 46, 86, 295, 37, 309, 457]"
39,210,"[139, 295, 46, 187, 457, 308]"
39,214,"[46, 308, 187]"
39,216,"[46, 450, 308, 309, 286, 145, 457, 295, 187]"
39,217,"[46, 139, 220, 188, 450, 308, 187, 457, 295]"
39,222,"[295, 46, 187, 457, 309, 139, 37]"
39,224,"[139, 308, 46, 457]"
39,225,"[286, 450, 295, 187, 139, 46, 308, 188, 309, 315, 270, 457, 183]"
39,227,"[295, 457, 139, 46, 450, 308, 187]"
39,228,"[286, 295, 308, 187, 139, 450, 457, 46, 37]"
39,229,"[46, 187, 457, 295, 37]"
39,232,"[139, 450, 286, 46, 308, 295, 188, 457, 183, 37]"
39,233,"[139, 46, 450, 286, 220, 457, 308]"
39,234,"[139, 187, 46]"
39,239,"[286, 295, 139, 46, 220, 188, 450, 183, 457, 308, 187]"
39,240,"[286, 295, 46, 308, 139, 450, 86, 457, 309, 145, 187]"
39,243,"[286, 450, 46, 139, 295, 457, 187, 308, 37]"
39,245,"[139, 308, 450, 295, 46, 457, 37, 187]"
39,250,"[295, 139, 308, 187, 457, 450, 37, 270]"
39,252,"[46, 457, 450, 295, 309]"
39,253,"[286, 46, 308, 270, 457, 187, 183]"
39,254,"[450, 46, 295, 139, 308, 457, 187]"
39,255,"[286, 450, 295, 46, 139, 220, 187, 457, 308]"
39,256,"[295, 450, 46, 139]"
39,264,"[286, 139, 46, 188, 187, 86, 295, 428, 308, 450, 220, 12, 183, 457, 309, 315, 37]"
39,266,"[183, 457, 46, 139, 86, 295]"
39,281,"[46, 308, 187, 457, 450]"
39,285,"[295, 139, 450, 187]"
39,286,"[139, 46, 188, 286, 450, 308, 187, 145, 457, 295]"
39,288,"[46, 450, 139, 145, 308]"
39,291,"[46, 308, 457, 295, 37, 450, 187, 139]"
39,297,"[139, 308, 450, 295, 46, 457]"
39,306,"[46, 295, 139, 188, 220, 187, 37, 450, 308]"
39,310,"[295, 450, 308, 139, 46, 457]"
39,320,"[187, 457, 37, 308, 220, 309]"
39,324,"[286, 139, 46, 187, 457, 295, 308, 37]"
39,330,"[286, 139, 46, 188]"
39,336,"[139, 46, 450, 286, 295, 183, 188, 309, 457, 37, 308, 187, 220]"
39,337,"[220, 46, 188, 295, 450, 139, 457, 308, 286, 309]"
39,338,"[295, 46, 450, 139, 308, 286, 301, 86, 188, 309, 187, 457, 220, 270, 37]"
39,345,"[308, 457, 187, 46, 286, 139, 295, 270, 309, 145, 188, 86, 301, 12, 220, 315, 450, 428, 183, 37]"
39,346,"[295, 308, 46, 450, 457, 187]"
39,348,"[286, 188, 308, 46, 457, 450, 295, 187, 139]"
39,351,"[188, 46, 139, 295, 308, 220, 457]"
40,3,"[293, 213, 107, 154, 216, 400, 322, 175, 151, 99, 185, 18, 287]"
40,6,"[148, 107, 213, 400, 154, 216]"
40,9,"[151, 293, 107, 148, 216]"
40,15,"[96, 107, 216, 293, 148, 400, 322, 154, 151, 213, 18, 109, 144, 465, 287, 185, 377, 72, 175, 99]"
40,22,"[96, 400, 213]"
40,25,"[213, 154, 287, 148, 293]"
40,29,"[293, 151, 154, 18, 216]"
40,35,"[148, 154, 400, 107, 213, 96, 465]"
40,48,"[216, 213, 107, 287]"
40,52,"[107, 213, 154]"
40,58,"[96, 107, 148, 154]"
40,68,"[96, 107, 148, 400, 154, 213]"
40,69,"[107, 148, 175, 151, 216, 293, 213, 465]"
40,72,"[96, 400, 216, 154, 213, 287, 72]"
40,73,"[213, 287, 154, 107]"
40,74,"[213, 96, 216, 154, 148, 72, 287, 109]"
40,83,"[216, 213, 287, 148, 154, 400, 18]"
40,84,"[148, 293, 400, 216, 154]"
40,85,"[148, 154, 216, 213, 18, 287, 175]"
40,91,"[107, 216, 293, 213, 175, 287, 154]"
40,93,"[148, 216, 175, 151, 154, 18, 213, 465, 287]"
40,94,"[148, 216, 107, 99, 175, 213, 287]"
40,95,"[72, 287, 213, 148, 154]"
40,96,"[213, 148, 154, 216, 287]"
40,99,"[107, 96, 293, 148, 151, 216, 400, 213, 287, 154]"
40,102,"[216, 148, 107, 213, 72]"
40,104,"[107, 96, 148, 216, 400, 154, 18, 213, 175]"
40,106,"[216, 107, 148]"
40,108,"[216, 154, 213, 287, 107]"
40,110,"[107, 322, 144, 293]"
40,116,"[148, 400, 216, 213, 287, 107, 322]"
40,130,"[151, 107, 96, 400, 148, 154, 18, 216, 213, 175]"
40,137,"[107, 213, 293, 287, 175, 109]"
40,138,"[72, 109, 377, 151, 400, 216, 99, 293, 148, 287, 322, 96, 107, 213, 144, 465, 154, 175, 185, 18]"
40,145,"[293, 216, 400, 107, 148, 213, 144, 154]"
40,152,"[154, 400, 287, 213, 18, 144, 148, 216]"
40,158,"[293, 216, 148, 107, 213, 400, 287, 465, 144, 18, 154]"
40,160,"[107, 216, 144, 154, 213, 287]"
40,161,"[148, 107, 151, 109, 400, 72, 154, 216, 287, 377, 144, 213, 175, 293, 465]"
40,164,"[151, 213, 148, 216]"
40,165,"[107, 293, 216, 213, 154, 18, 175, 109]"
40,166,"[151, 18, 154, 107]"
40,172,"[148, 400, 154, 107, 322, 144, 216]"
40,175,"[400, 287, 109]"
40,177,"[287, 109, 213, 154, 216]"
40,178,"[151, 154, 400, 148, 213, 109, 322]"
40,183,"[151, 107, 144, 216, 148, 322, 18, 293, 154, 400, 213, 287]"
40,184,"[107, 400, 154, 293, 213]"
40,189,"[148, 287, 154, 144]"
40,193,"[107, 148, 465, 216, 213, 18, 175]"
40,195,"[148, 216, 144, 151, 107, 213, 322, 400, 154, 18, 287]"
40,196,"[96, 400, 293, 216, 185, 18, 107, 213, 109, 144, 154, 287]"
40,198,"[151, 154, 213, 287, 72, 18, 465, 144, 107, 216]"
40,199,"[107, 148, 400, 216, 96, 287, 18, 213, 293, 322, 154]"
40,205,"[107, 213, 216, 400, 154]"
40,208,"[154, 213, 216, 109]"
40,210,"[107, 216, 213, 287, 322, 154]"
40,211,"[148, 293, 216, 96, 151, 107, 400, 18, 144, 322, 213]"
40,216,"[154, 216, 151, 213]"
40,217,"[148, 213, 154, 107]"
40,222,"[107, 148, 154, 287, 213, 72]"
40,224,"[213, 293, 107, 154]"
40,225,"[151, 144, 154, 175, 213]"
40,227,"[151, 109, 18]"
40,230,"[216, 148, 400, 107, 18, 293, 465, 175, 154, 144, 213]"
40,232,"[400, 107, 216, 154, 322, 287, 213]"
40,233,[107]
40,239,"[148, 293, 287, 151, 216, 144, 465, 213, 107, 109, 18, 154, 175]"
40,240,"[107, 154, 213, 175]"
40,245,"[213, 107, 216, 148, 154]"
40,246,"[154, 213, 287, 400, 175, 144, 107, 293, 216, 109]"
40,250,"[107, 151, 213, 400, 154, 148, 216, 287]"
40,252,"[213, 293, 107, 148, 154, 287, 216]"
40,253,"[154, 144, 148, 465, 287]"
40,254,"[107, 148, 216, 213, 144, 154]"
40,255,"[151, 107, 148, 293, 213, 154, 175]"
40,256,"[400, 216, 213, 154]"
40,264,"[151, 107, 144, 154, 109, 185, 18, 293, 322, 465, 216, 400, 287, 175, 96, 72, 213]"
40,266,"[213, 109, 148, 107, 293]"
40,276,"[107, 144, 151]"
40,281,"[151, 400, 154, 287, 213]"
40,288,"[151, 107, 154, 287, 109, 213]"
40,289,"[400, 148, 322, 216, 213, 287]"
40,291,"[154, 213, 400, 107, 293]"
40,296,"[216, 107, 213, 109, 154, 293, 287]"
40,297,"[293, 213, 18, 216, 322]"
40,304,"[148, 154, 213, 287, 107, 216, 400, 109]"
40,306,"[107, 148, 213, 400, 216, 293, 175, 287, 154]"
40,310,"[96, 400, 148, 213, 287, 154, 151, 18, 109]"
40,320,"[18, 213, 154, 107, 148, 287]"
40,324,"[213, 216, 107, 154, 293, 287]"
40,330,"[107, 151, 213, 144]"
40,336,"[148, 216, 213, 293, 400, 154, 107, 322, 465, 144, 287]"
40,337,"[151, 216, 154, 400, 18, 287, 107]"
40,338,"[151, 107, 400, 216, 293, 154, 287, 465, 144, 109, 18, 175, 322, 213, 148]"
40,340,"[148, 213, 400, 154]"
40,343,"[216, 213, 148, 154, 400, 109, 185, 287, 151]"
40,346,"[151, 213, 107, 148, 109, 154]"
40,348,"[216, 154, 107, 148, 400, 287, 109, 18, 213, 175]"
40,351,"[96, 148, 216, 144]"
41,1,"[333, 402, 202, 368]"
41,10,"[27, 202, 274]"
41,13,"[274, 27, 368]"
41,20,"[202, 274, 294]"
41,21,"[202, 274]"
41,23,"[402, 118, 311, 28, 274, 202]"
41,31,"[72, 377, 118, 274, 368, 402, 333]"
41,34,"[202, 118, 465, 333, 402]"
41,37,"[27, 469, 465]"
41,59,"[274, 465, 368, 97]"
41,62,"[118, 402, 27, 333, 28, 274]"
41,65,"[118, 311, 82, 402, 202, 465, 27, 199, 377, 274, 368, 333, 106, 294, 97, 72, 181, 469, 64, 28]"
41,66,"[202, 402, 118, 377, 274]"
41,75,"[72, 82]"
41,76,"[202, 118, 368, 72, 274]"
41,77,"[311, 28, 82]"
41,83,"[311, 402, 274, 368, 181]"
41,85,"[377, 402, 465]"
41,86,"[368, 202, 402]"
41,89,"[368, 181, 72]"
41,96,"[274, 199, 82]"
41,99,"[27, 97, 118, 402]"
41,101,"[202, 274, 64, 368]"
41,105,"[27, 368]"
41,109,"[469, 377, 333, 27, 118, 199, 97]"
41,110,"[97, 27, 274, 333, 377, 311, 118, 402]"
41,112,"[333, 377, 118, 64, 402, 368]"
41,114,"[311, 28, 402, 377]"
41,120,"[118, 202, 469, 311, 402, 333, 368, 64, 199, 181, 465, 97, 72]"
41,121,"[368, 465, 72, 118, 311]"
41,127,"[202, 64, 27, 274, 181, 311]"
41,128,"[27, 106, 465, 294]"
41,129,"[106, 202, 402, 368, 311, 72, 118, 64]"
41,132,"[377, 333, 118, 82, 106, 465, 28, 199, 402, 27]"
41,133,"[181, 199, 368, 377, 118, 274, 311]"
41,137,"[199, 202, 368]"
41,141,"[27, 311, 333, 402]"
41,143,"[333, 118, 311, 402, 202, 72, 465]"
41,151,"[202, 27, 465]"
41,152,"[202, 118, 402, 311]"
41,153,"[118, 469, 274, 368, 465]"
41,155,"[465, 118, 368, 72]"
41,156,"[469, 27, 202, 333, 118]"
41,158,"[402, 202, 27, 465, 118, 311]"
41,159,"[202, 465, 311]"
41,167,"[118, 311, 27, 294]"
41,168,"[118, 311, 202, 181]"
41,172,"[402, 333, 118, 377, 27, 106]"
41,173,"[202, 118, 368, 82]"
41,183,"[402, 202, 118, 97, 27, 368, 274]"
41,186,"[202, 106, 333, 368, 465, 274]"
41,188,"[402, 118, 368, 202]"
41,196,"[202, 402, 311, 27, 469, 118, 333, 465]"
41,197,"[27, 118, 465, 311, 181, 402, 202, 368, 274]"
41,198,"[202, 368, 72, 181, 465, 333, 274]"
41,203,"[368, 72]"
41,204,"[118, 202, 368, 64, 199, 402, 294, 465, 311, 377, 274, 333, 72, 469, 28, 181, 97, 27, 106, 82]"
41,207,"[202, 469, 118, 27, 402, 199, 274, 311]"
41,212,"[333, 202, 311, 402, 118, 469, 368, 181, 82]"
41,215,"[118, 274, 202, 311, 402, 368, 28, 181, 82]"
41,216,"[202, 333, 469, 118]"
41,219,"[202, 82, 274]"
41,234,"[181, 202, 368]"
41,236,"[465, 202, 181]"
41,237,"[274, 368, 402, 465, 118]"
41,238,"[27, 118, 368, 72, 274, 465]"
41,247,"[27, 402, 294, 368]"
41,250,"[118, 311, 202, 106, 82, 368]"
41,251,"[202, 27, 97, 465]"
41,256,"[202, 311, 274]"
41,259,"[27, 402, 202, 465]"
41,260,"[333, 118, 377]"
41,262,"[377, 368, 181]"
41,271,"[202, 274, 465, 181]"
41,272,"[118, 311, 368, 377, 199, 28]"
41,273,"[402, 118, 311, 469, 465, 27, 202, 368, 97, 181, 274]"
41,275,"[202, 118, 469, 72, 368, 28]"
41,278,"[202, 118, 311, 333, 402, 106, 368, 274]"
41,282,"[274, 402, 72, 368]"
41,284,"[118, 465, 202]"
41,289,"[28, 311, 333, 181]"
41,290,"[27, 202, 118, 333, 82, 465, 28]"
41,297,"[202, 118, 28, 82]"
41,300,"[118, 72, 274]"
41,320,"[118, 402, 202, 368, 181]"
41,321,"[118, 311, 333, 402, 72]"
41,322,"[181, 368]"
41,323,"[202, 311, 72, 199, 82, 64, 402, 368, 377, 465, 469, 274]"
41,324,"[202, 333, 118, 27, 368, 274]"
41,326,"[202, 333, 118, 465, 368]"
41,327,"[274, 27, 118, 368]"
41,328,"[27, 202, 118, 274]"
41,331,"[274, 202, 27, 465, 118, 333, 311, 377, 469]"
41,334,"[311, 402, 465]"
41,335,"[333, 118, 202, 368, 72]"
41,337,"[311, 118, 202, 27, 402, 294, 274]"
41,344,"[28, 118, 311]"
41,347,"[118, 311, 469, 402]"
41,348,"[402, 311, 202]"
41,350,"[27, 402, 333, 199]"
42,1,"[366, 261, 282, 31, 127]"
42,13,"[282, 190, 366]"
42,21,"[127, 366, 261]"
42,23,"[204, 282, 127, 31, 366, 297, 190]"
42,24,"[204, 366, 337, 282, 297, 95]"
42,31,"[366, 261, 190, 387, 127, 277]"
42,34,"[366, 190, 282, 261]"
42,37,"[387, 261, 373]"
42,60,"[127, 366, 261, 282, 204]"
42,65,"[87, 282, 261, 366, 15, 127, 190, 436, 337, 277, 208, 387, 200, 204, 178, 31, 297, 373, 95, 110]"
42,66,"[366, 387, 127, 261, 282, 297]"
42,75,"[282, 178, 261]"
42,76,"[366, 204, 282, 190, 127]"
42,77,"[282, 190, 204]"
42,83,"[387, 261, 282, 190, 127, 204, 366]"
42,85,"[387, 277, 261, 366]"
42,86,"[366, 208, 127, 282]"
42,89,"[366, 261, 282, 190, 178]"
42,96,"[366, 190, 282]"
42,99,"[261, 387, 366, 282, 127]"
42,101,"[31, 337, 208, 297, 190, 282, 366, 127]"
42,105,"[387, 337, 277, 373, 261, 366]"
42,109,"[387, 208, 261, 190, 127, 282, 277, 178, 366]"
42,110,"[277, 282, 261, 190]"
42,112,"[110, 387, 31, 127, 261, 190, 282]"
42,114,"[366, 190, 261, 127, 282]"
42,120,"[366, 190, 261, 282, 127, 15, 387, 31, 208, 95, 277, 297, 204, 373, 200, 178]"
42,121,"[127, 366, 282, 204, 261]"
42,127,"[373, 204, 127, 190, 261, 282, 366]"
42,128,"[387, 373, 261]"
42,132,"[31, 127, 366, 190, 277, 178, 297, 261, 200, 282, 436, 95]"
42,133,"[204, 282, 190, 373, 366, 277, 127]"
42,136,"[387, 282, 277, 190, 366, 127, 204, 31, 15]"
42,137,"[366, 190, 282]"
42,141,"[387, 282, 261, 366]"
42,143,"[387, 31, 373, 208, 204, 366, 261, 190]"
42,151,"[373, 366, 282]"
42,152,"[127, 31, 261, 178, 282]"
42,153,"[261, 31, 282, 366]"
42,155,"[31, 127, 261, 190, 366, 282]"
42,156,"[387, 261, 190, 127, 366]"
42,158,"[387, 373, 190, 110, 31, 366, 282, 127]"
42,159,"[208, 366, 282]"
42,167,"[208, 366, 261, 277]"
42,168,"[366, 190, 387, 127]"
42,172,"[373, 277, 110, 87, 208, 337, 297, 15]"
42,182,"[190, 366, 127, 261]"
42,183,"[261, 387, 366, 190, 127, 282]"
42,186,"[387, 208, 282, 190, 127]"
