hitid,uid,ranking
11,110,"[198, 342, 25, 71, 13, 147, 163, 162, 182, 397]"
11,112,"[419, 279, 320, 163, 162, 397, 457, 342, 283, 147]"
11,114,"[198, 71, 283, 13, 457, 217, 162, 397, 182, 163, 103, 342]"
11,120,"[182, 163, 162, 397, 320, 419, 283, 456, 457, 220, 198, 71, 342, 25, 13, 279, 29, 217, 147, 103]"
11,121,"[147, 198, 13, 419, 217, 279]"
11,127,"[71, 279, 198, 162, 163, 397, 342, 283, 29, 217, 419, 182, 13, 147, 320]"
11,128,"[13, 217, 283, 29, 147, 71, 279, 182, 397]"
11,129,"[198, 419, 279, 457, 163, 147, 456, 162, 25, 103]"
11,133,"[283, 342, 419, 71, 13, 217, 279, 182, 397, 25, 103, 147, 162, 163]"
11,136,"[103, 342, 283, 163, 217, 279, 220, 71, 198, 29, 182, 419, 13, 147, 25, 457, 397, 162]"
11,137,"[198, 283, 182, 419, 147]"
11,141,"[217, 457, 283, 13, 198, 279, 342, 71, 397, 25]"
11,143,"[279, 342, 283, 198, 456, 29, 71, 217, 397, 182, 162, 163, 25, 103, 13, 457, 419, 147]"
11,150,"[182, 71, 279, 163, 198, 320, 397, 147, 220, 162, 457]"
11,151,"[283, 182, 103, 71, 279, 163, 217, 147, 397]"
11,152,"[162, 198, 419, 320, 457, 71, 163, 397, 217, 13, 147, 182, 279, 283, 342]"
11,153,"[71, 182, 283, 163, 13, 198, 457]"
11,156,"[283, 198, 13, 220, 279, 456, 182, 103, 342, 71, 419, 217, 457, 397, 29, 163, 162]"
11,158,"[279, 163, 220, 29, 283, 71, 198, 217, 147, 457, 25, 342, 320, 419, 162, 13, 397]"
11,159,"[71, 182, 198, 279, 220, 397]"
11,168,"[147, 283, 279, 182, 397, 71]"
11,169,"[283, 71, 456, 342, 163, 457, 279, 397, 419, 13, 217, 162, 147]"
11,172,"[103, 283, 279, 198, 456, 163, 162, 71, 182, 397]"
11,182,"[279, 163, 147, 162, 397, 29, 103, 13, 419, 342]"
11,183,"[283, 279, 103, 198, 163, 182, 220, 397, 147, 320, 217, 456, 71, 419, 13, 162, 457]"
11,186,"[103, 182, 283, 198, 456, 220, 217, 320, 29, 71, 279, 163, 397, 457, 419, 13, 147, 162]"
11,196,"[220, 13, 103, 71, 217, 279, 163, 419, 283, 397, 162, 25, 342]"
11,198,"[71, 163, 182, 397, 419, 162, 279, 320, 147, 198, 217, 457, 13]"
11,203,"[182, 397, 147, 419, 71, 217, 457, 342]"
11,204,"[198, 71, 182, 283, 217, 220, 279, 397, 163, 162, 320, 419, 457, 147]"
11,206,"[182, 283, 320, 198, 397, 457, 162, 163, 220]"
11,212,"[71, 182, 279, 283, 163, 198, 320, 217, 13, 147, 457, 397, 162]"
11,214,"[147, 457, 182, 279, 163, 397]"
11,215,"[342, 25, 13, 198, 456, 457, 71, 182, 397, 279, 163, 162, 419, 147, 283, 217]"
11,216,"[71, 279, 419, 217, 456, 182, 162, 457]"
11,221,"[279, 283, 163, 162, 147, 397]"
11,226,"[279, 456, 342, 162, 397, 182, 283, 198, 71]"
11,234,"[217, 71, 279, 13]"
11,236,"[283, 279, 342, 147, 457]"
11,237,"[71, 182, 217, 283, 163, 397, 279, 220, 457, 456, 419, 147]"
11,239,"[342, 198, 279, 456, 182, 217, 220, 283, 163, 162, 397, 147, 457, 71, 103, 13, 419]"
11,247,"[182, 397, 342, 163, 283, 279, 457, 29, 13, 217, 162]"
11,248,"[198, 283, 279, 217, 342, 457, 71, 220, 419, 103, 25]"
11,256,"[71, 279, 283, 163, 397, 162, 13, 342]"
11,259,"[217, 198, 279, 71, 182, 220, 13, 456, 320, 163]"
11,260,"[198, 162, 283, 342, 419, 457]"
11,262,"[283, 342, 25, 456, 279, 103, 397, 13, 457, 163, 162, 147, 419]"
11,271,"[182, 419, 457, 198, 71, 13, 217, 279, 397, 147]"
11,272,"[163, 162, 71, 147, 397, 283, 279, 342]"
11,275,"[283, 182, 198, 163, 13, 217, 162, 456, 220, 457, 71, 397, 279, 320]"
11,278,"[283, 457, 71, 182, 217, 279, 220, 163, 29, 397, 162, 147, 13, 342]"
11,281,"[182, 279, 397, 147, 103]"
11,282,"[456, 162, 419, 320, 163, 103, 283, 13, 182, 147, 397, 342, 457, 279]"
11,284,"[283, 163, 103, 147]"
11,289,"[283, 279, 456, 342, 198, 29, 147, 163, 103, 162, 71]"
11,290,"[283, 279, 163, 397, 217, 198, 220, 71, 419]"
11,297,"[220, 198, 397, 13, 283, 217, 279]"
11,300,"[147, 13, 217, 182, 397, 457, 419]"
11,316,"[71, 182, 147, 162, 397, 198, 457, 217]"
11,319,"[320, 163, 182, 279, 13, 397, 457, 103, 147, 217, 162, 198]"
11,320,"[163, 397, 279, 283, 457, 71, 162]"
11,321,"[71, 419, 397, 163, 162, 457, 182]"
11,322,"[163, 162, 397, 182, 217, 71, 147, 283]"
11,323,"[397, 279, 198, 71, 182, 13, 163, 457, 217, 220, 456, 419]"
11,324,"[419, 397, 198, 71, 342, 456, 147, 217, 457, 103, 162]"
11,326,"[283, 279, 103, 182, 71, 419, 457, 342, 397]"
11,327,"[163, 182, 279, 217, 13, 147, 71, 419, 320, 397, 29, 457, 162]"
11,328,"[71, 279, 163, 419, 198, 217, 397, 457, 162, 147]"
11,331,"[279, 163, 29, 182, 283, 198, 220, 217, 71, 419, 13, 103, 162, 147, 457]"
11,335,"[198, 283, 217, 71, 279, 29, 457, 397, 342]"
11,337,"[283, 13, 279, 198, 29, 220, 163, 456, 147, 457, 103, 397, 217, 162]"
11,339,"[320, 71, 103, 147, 163, 397, 279]"
11,344,"[198, 217, 279, 397]"
11,347,"[182, 283, 71, 397, 217, 419, 279, 198]"
11,348,"[283, 342, 29, 456, 279, 198, 103, 71, 217, 147, 457, 13, 397, 163, 162]"
11,350,"[198, 279, 456, 163, 283, 103, 162, 342]"
12,1,"[449, 131, 74, 16, 214, 412, 143, 302, 194, 117]"
12,13,"[302, 214, 216, 412]"
12,15,"[131, 194, 117, 169, 216, 74, 173, 223, 302, 214, 334, 143, 449, 58, 441, 9, 16, 462, 52, 412]"
12,21,"[216, 131, 194, 302]"
12,23,"[131, 194, 117, 216, 334, 223, 441, 58, 214, 16, 449, 302]"
12,31,"[194, 216, 173, 117, 9, 462]"
12,34,"[131, 449, 302, 216, 412]"
12,37,"[223, 449, 216]"
12,42,"[223, 449, 131, 216, 302, 173, 194, 16]"
12,59,"[131, 223, 216, 302, 441, 214]"
12,65,"[173, 143, 58, 216, 74, 223, 214, 412, 9]"
12,66,"[449, 216, 223, 302, 131]"
12,75,"[449, 302]"
12,76,"[131, 216, 117, 449, 194, 302, 214]"
12,77,"[173, 412, 169]"
12,83,"[131, 169, 216, 223, 173, 449, 441, 16, 334, 412]"
12,85,"[449, 9, 223, 169, 74, 131, 216, 173, 194, 214, 334, 16, 302]"
12,86,"[169, 194, 216]"
12,96,"[131, 194, 169]"
12,99,"[449, 223, 216, 74, 169, 117, 131, 214, 334, 302, 173]"
12,101,"[131, 74, 216, 117, 412, 449, 441, 223, 302]"
12,105,"[216, 214, 449, 169, 173]"
12,109,"[216, 74, 131, 173, 223, 169, 194, 334, 449, 214, 9]"
12,110,"[223, 214, 173, 74, 441, 216]"
12,112,"[131, 74, 302, 216, 449]"
12,114,"[173, 131, 214, 117, 143, 441, 74, 16, 223, 449, 412, 334]"
12,116,"[214, 169, 449, 117, 334, 216, 16, 223, 143]"
12,120,"[216, 449, 462, 334, 214, 74, 143, 117, 194, 173, 58, 223, 302, 52]"
12,121,"[143, 216, 9, 74]"
12,127,"[131, 216, 223, 412, 334, 117, 173]"
12,128,"[216, 223, 169, 131, 74]"
12,129,"[74, 412, 194, 302, 143, 169, 117, 216, 131, 58, 223, 173, 441, 214, 449, 334, 9, 16, 462, 52]"
12,132,"[131, 302, 216, 194, 441, 223, 412, 52, 334]"
12,133,"[223, 214, 216, 74, 173, 334]"
12,136,"[449, 52, 216, 9, 143, 214, 173, 169, 334, 441, 16, 302, 223]"
12,137,"[173, 216, 223, 74]"
12,141,"[9, 223, 449, 131, 214, 216, 334]"
12,143,"[169, 449, 117, 194, 216, 131, 223, 441, 58, 302, 16, 9, 173, 143, 334, 214]"
12,151,"[216, 131, 441, 74, 334]"
12,152,"[302, 169, 131, 441, 412]"
12,153,"[74, 173, 216, 131, 223]"
12,156,"[216, 223, 194, 449, 131, 334, 117, 169, 74, 173, 143, 9]"
12,158,"[223, 216, 449, 131, 117, 194, 143, 412, 16, 302, 58, 214, 9, 334]"
12,159,"[131, 169, 143, 412]"
12,167,"[194, 216, 16, 173, 441, 334, 9]"
12,168,"[214, 334, 216, 173, 223]"
12,172,"[223, 131, 449, 216, 16, 441, 9, 302]"
12,182,"[449, 214, 52, 9, 223, 462, 16, 302, 441, 334]"
12,183,"[449, 223, 117, 131, 194, 216, 9, 412, 58, 302]"
12,186,"[216, 449, 173, 143, 117, 223, 214, 194, 169, 131, 302]"
12,196,"[52, 462, 9, 449, 74, 194, 117, 223, 216, 143, 131, 58, 16, 214, 441, 302]"
12,198,"[302, 131, 169, 449, 223, 216, 74]"
12,203,"[74, 131]"
12,204,"[131, 449, 223, 169, 216]"
12,212,"[131, 194, 223, 449, 117, 216, 334, 169, 74, 302]"
12,215,"[131, 74, 216, 302, 214, 334, 9, 449, 412, 169, 194, 441, 462]"
12,216,"[412, 194, 169, 131, 143]"
12,221,"[449, 412, 131, 302, 334, 223]"
12,234,"[334, 223, 74, 216]"
12,236,"[131, 223, 449]"
12,237,"[74, 131, 223, 412, 169, 143, 334, 214, 302]"
12,238,"[214, 223, 302, 74]"
12,239,"[169, 223, 117, 214, 334, 131, 449, 58, 441, 16, 74, 216, 412, 9]"
12,247,"[334, 194, 117, 223, 143, 449, 216, 74, 302, 214]"
12,250,"[223, 302, 216, 412, 143, 169, 58]"
12,251,"[194, 223, 216, 131, 74, 169, 302, 143]"
12,256,"[449, 223, 216, 334, 214]"
12,259,"[223, 216, 131, 173]"
12,262,"[131, 216, 194, 223, 334, 143, 449, 302]"
12,269,"[449, 223, 9, 131, 58, 214, 169, 216, 16, 302]"
12,271,"[216, 223, 173, 441, 302, 143, 334]"
12,272,"[449, 16, 216, 302, 58, 173, 223, 412, 462, 214]"
12,273,"[223, 131, 216, 117, 169, 334, 173, 194, 441, 214, 302, 52, 74, 143]"
12,275,"[131, 449, 216, 194, 223, 302, 173, 169]"
12,278,"[131, 194, 117, 216, 58, 214, 302, 52, 449]"
12,282,"[131, 216, 302, 223, 214, 334]"
12,284,"[214, 9, 449]"
12,289,"[214, 216, 334, 441, 131, 223, 173]"
12,290,"[223, 131, 216, 74, 169, 412, 143]"
12,291,"[449, 117, 131, 412, 58, 302, 334]"
12,297,"[412, 216, 173, 194, 117]"
12,300,"[74, 302, 441, 214]"
12,316,"[223, 131, 169, 173]"
12,319,"[131, 216, 173]"
12,320,"[302, 214, 74, 449]"
12,321,"[223, 216, 173, 16, 52, 9, 143]"
12,322,"[302, 214, 334]"
12,323,"[131, 412, 223, 58, 334, 302, 52, 9]"
12,325,"[16, 441, 58, 449, 216, 74, 169]"
12,326,"[74, 9, 216, 334, 131]"
12,327,"[223, 131, 216, 302, 412, 143]"
12,328,"[223, 131, 173, 117]"
12,331,"[131, 214, 449, 9, 173, 143, 169, 216, 223, 441, 16, 302, 412, 334]"
12,334,"[216, 441, 223, 74, 131]"
12,335,"[131, 74, 216, 173]"
12,337,"[449, 173, 117, 194, 169, 216, 214, 16, 223, 441, 131, 9, 74, 143, 58, 302, 334, 462]"
12,344,"[216, 169, 412, 173]"
12,347,"[216, 131, 194, 173]"
12,348,"[194, 216, 131, 449, 334, 302]"
12,350,"[223, 449, 462, 216, 194, 52, 117, 74, 412]"
13,4,"[8, 83, 357, 98, 81]"
13,5,"[8, 83, 357, 348]"
13,7,"[83, 4, 303, 81]"
13,11,"[83, 348, 357, 451]"
13,14,"[8, 98, 357]"
13,15,"[83, 98, 4, 8, 224, 357, 108, 303, 257, 90, 348, 84, 310, 281, 432, 81, 336, 113, 203, 451]"
13,27,"[357, 348, 83, 84]"
13,28,"[98, 257, 81, 108, 348, 83]"
13,29,"[451, 8, 432, 357]"
13,34,"[4, 432, 357, 451]"
13,37,"[98, 90, 4, 8, 451, 81, 83]"
13,48,"[83, 357, 203, 224]"
13,51,"[357, 83, 348]"
13,53,"[81, 336, 83]"
13,54,"[348, 81, 8, 98, 83, 357]"
13,56,"[357, 81, 90, 281]"
13,58,"[83, 357, 8, 98]"
13,61,"[83, 281, 84, 203, 113]"
13,67,"[432, 224, 303]"
13,70,"[348, 281, 357, 108, 90]"
13,71,"[8, 224, 357, 83]"
13,74,"[203, 432, 357, 4, 348, 83]"
13,81,"[357, 8, 348, 108]"
13,82,"[357, 83, 348, 4]"
13,83,"[357, 8, 90, 224, 83]"
13,84,"[98, 8, 83]"
13,85,"[83, 357, 224]"
13,88,"[357, 281, 336, 83, 81, 203, 348, 432, 224]"
13,90,"[357, 451, 8, 348, 83]"
13,98,"[451, 357, 281, 348]"
13,102,"[8, 98, 81]"
13,103,"[348, 432, 83]"
13,104,"[348, 83, 8, 357, 98, 108, 81, 281]"
13,106,"[98, 81, 357]"
13,117,"[451, 348, 357, 108, 281]"
13,119,"[348, 84, 83]"
13,120,"[83, 336, 357, 108, 8, 203, 84, 310, 113, 257, 303, 81, 281, 224, 451, 4, 98, 432, 90, 348]"
13,124,"[357, 108, 4, 81]"
13,125,"[348, 83, 357, 281, 4]"
13,126,"[203, 98, 83, 310, 336]"
13,130,"[98, 8, 357, 451, 108, 348, 281]"
13,134,"[83, 357, 113, 84, 310]"
13,136,"[224, 451, 108, 90, 203, 281, 83, 348, 257, 432, 336, 357, 8, 113]"
13,139,"[83, 8, 357]"
13,144,"[113, 336, 224, 310]"
13,145,"[83, 357, 348, 4]"
13,148,"[83, 98, 203, 8, 224, 310, 303, 357, 113, 257, 4, 81, 451, 281, 336, 432, 348, 90, 84, 108]"
13,160,"[357, 113, 348]"
13,161,"[98, 8, 83, 81, 357, 303, 4, 348]"
13,163,"[83, 81, 357]"
13,165,"[348, 203, 357, 4]"
13,167,"[203, 83, 108, 98, 84, 303, 357, 281, 224, 8, 257, 348, 90, 4, 310, 81, 336, 432, 451, 113]"
13,168,"[357, 8, 348]"
13,176,"[348, 83, 357]"
13,178,"[98, 83, 8]"
13,179,"[357, 98, 8, 336]"
13,180,"[83, 348, 357]"
13,184,"[8, 281, 357]"
13,185,"[4, 8, 81, 108, 203]"
13,187,"[83, 357, 8, 348]"
13,191,"[357, 83, 81, 303]"
13,194,"[113, 357, 310, 336, 203, 98, 8, 108, 432, 348, 83, 4, 81]"
13,196,"[451, 281, 98, 8, 348, 357, 108, 81, 83, 336, 4, 90, 303, 224]"
13,200,"[83, 357, 4, 113, 8]"
13,201,"[83, 8, 451]"
13,205,"[83, 4, 357]"
13,211,"[451, 281, 357, 348, 90, 336, 224]"
13,217,"[98, 8, 357, 83]"
13,224,"[357, 303, 8]"
13,229,"[348, 357, 281]"
13,230,"[83, 8, 98, 90, 224, 348, 281, 81]"
13,235,"[4, 83, 357]"
13,240,"[281, 451, 348, 357, 108, 8, 257]"
13,241,"[4, 281, 108, 451, 224]"
13,242,"[98, 224, 357]"
13,244,"[8, 4, 83]"
13,250,"[357, 83, 84, 98]"
13,252,"[83, 108, 8, 98]"
13,257,"[4, 83, 203, 357, 113]"
13,261,"[83, 98, 8, 357, 348, 113, 108, 84, 81, 432, 90, 224, 310, 303, 257, 4, 451, 281, 336, 203]"
13,263,"[98, 357, 303]"
13,268,"[281, 224, 4, 357, 108, 451, 81, 90]"
13,279,"[224, 203, 83]"
13,281,"[98, 357, 348]"
13,285,"[8, 83, 357]"
13,290,"[8, 98, 83, 4, 81]"
13,292,"[357, 451, 348, 90, 281]"
13,296,"[83, 8, 348, 281, 357]"
13,297,"[83, 8, 224]"
13,299,"[8, 83, 81]"
13,308,"[98, 8, 4, 224, 83]"
13,310,"[357, 113, 8, 303]"
13,311,"[98, 84, 81]"
13,314,"[98, 8, 83, 4]"
13,317,"[83, 357, 81]"
13,318,"[224, 90, 8, 281, 4, 113, 357, 83, 257, 303, 432, 203, 84, 108, 451, 81, 98, 348, 310, 336]"
13,327,"[8, 98, 108, 348, 203, 281, 4, 81]"
13,329,"[98, 8, 90]"
13,338,"[83, 357, 8, 348]"
13,348,"[83, 281, 357, 224]"
14,4,"[318, 22, 231, 420, 330, 433, 376, 443, 471, 41]"
14,7,"[41, 433, 376, 420, 318, 22]"
14,14,"[231, 471, 318, 376, 330, 433, 420, 319, 443]"
14,15,"[433, 112, 41, 231, 330, 22, 318, 420, 319, 471, 376, 253, 184, 427, 443, 312, 226, 398, 59, 250]"
14,19,"[433, 420, 41, 22, 443, 330, 318, 319, 253, 250, 184, 398, 312, 59, 112, 376, 471, 231, 226, 427]"
14,28,"[41, 231, 330, 376, 318, 420, 253, 319, 433, 22]"
14,29,"[420, 318, 231, 433, 471, 330, 112, 22, 41]"
14,34,"[41, 330, 433, 22, 112, 420]"
14,37,"[376, 330, 253, 231, 112, 471, 184, 433]"
14,38,"[330, 22, 318, 112, 420, 471, 231, 319, 376, 41, 433]"
14,39,"[22, 420, 330, 318, 231, 112, 433, 41]"
14,48,"[41, 433, 330, 443, 112, 471]"
14,51,"[433, 41, 420, 318, 376]"
14,53,"[41, 433, 420, 250]"
14,56,"[22, 319, 318, 41, 253, 420, 443, 231, 330, 376, 471]"
14,58,"[433, 471, 41]"
14,60,"[433, 420, 318, 41]"
14,61,"[318, 231, 471, 250, 22, 433]"
14,63,"[41, 471, 433, 420, 318, 443]"
14,67,"[433, 330, 112, 253]"
14,69,"[330, 231, 112, 420, 318, 319, 22, 41, 312, 253, 443]"
14,70,"[112, 318, 231, 22, 420, 330, 41, 312, 443, 253, 59]"
14,71,"[231, 330, 112, 376, 41, 420, 22, 443, 253, 433]"
14,74,"[41, 433, 420, 226, 22, 319, 443, 318, 376]"
14,81,"[231, 330, 420, 319, 184, 22, 41, 433, 253, 443]"
14,83,"[330, 376, 231, 112, 420, 318, 22, 41, 433, 443, 253, 59]"
14,85,"[330, 112, 231, 319, 433, 376, 420, 318, 312, 41, 253, 22, 443]"
14,90,"[433, 231, 376, 22, 112, 330, 41, 420, 319, 318, 253, 443, 184]"
14,98,"[184, 253, 112, 318, 433, 420, 330, 443, 22]"
14,102,"[433, 231, 41]"
14,104,"[231, 112, 330, 318, 420, 471, 41, 433, 443, 253]"
14,106,"[231, 420, 318, 41, 433]"
14,117,"[318, 22, 433, 330, 41, 443, 319, 420]"
14,119,"[443, 41, 433]"
14,120,"[433, 41, 376, 420, 318, 253, 319, 22, 184, 443, 312, 250, 231, 59, 226, 427, 471, 398, 330, 112]"
14,124,"[41, 231, 420, 318, 330, 22, 443, 253, 433]"
14,125,"[376, 41, 112, 471, 231, 433, 443]"
14,130,"[420, 330, 318, 22, 319, 231, 253, 184, 112, 41, 376, 433, 443, 312, 471]"
14,134,"[433, 231, 330, 112]"
14,136,"[330, 22, 319, 420, 312, 112, 231, 443, 318, 226, 250, 253, 433]"
14,144,"[433, 41, 330, 471, 22, 376, 318, 420]"
14,149,"[318, 420, 330, 22, 112, 319, 253, 231]"
14,160,"[41, 319, 318, 443, 184, 22, 420, 433]"
14,161,"[231, 253, 433, 41, 22, 443, 184, 319, 420, 330, 398, 376, 318, 471, 59, 112]"
14,162,"[231, 184, 112, 330, 22, 312, 226, 471, 253, 319, 318, 41, 443, 433, 420, 376]"
14,163,"[41, 433, 420, 318]"
14,165,"[433, 420, 112, 330, 471, 41, 22, 253]"
14,168,"[433, 443, 420, 318]"
14,178,"[41, 318, 433, 443, 231, 420, 22]"
14,179,"[41, 433, 420, 318, 376, 22, 443]"
14,180,"[433, 22, 318, 420, 112, 41, 330, 231]"
14,184,"[330, 231, 22, 41, 319, 318]"
14,185,"[433, 41, 330, 112, 231, 420, 318, 471]"
14,187,"[319, 22, 318, 433, 41, 420, 253]"
14,190,"[433, 318, 22, 443, 420, 41]"
14,195,"[319, 41, 433, 420, 22, 318, 112, 231, 184, 443, 226]"
14,196,"[112, 330, 231, 22, 376, 420, 253, 318, 319, 312, 433, 443, 41]"
14,201,"[330, 318, 420, 41, 253]"
14,205,"[433, 330, 41, 420, 318, 231]"
14,206,"[433, 41, 420, 22, 318, 443, 319]"
14,211,"[112, 319, 376, 330, 231, 471, 253, 312, 226, 318, 22, 433, 41, 420, 443]"
14,212,"[420, 22, 318, 376, 112, 319, 231, 443, 330, 433]"
14,214,"[330, 41, 318, 420, 22, 443, 253, 112, 433]"
14,217,"[433, 41, 471, 443]"
14,224,"[22, 433, 41, 420, 471, 330, 318]"
14,228,"[231, 330, 420, 41, 376]"
14,229,"[112, 231, 41, 330, 433, 22, 420, 318, 443]"
14,231,"[330, 420, 376, 433]"
14,233,"[41, 433, 231, 471, 376, 112, 420, 318, 253]"
14,240,"[22, 318, 330, 420, 443, 319, 226, 112, 41, 231, 433]"
14,241,"[433, 41, 319, 330, 231, 226, 112, 376, 420, 22, 318, 443]"
14,242,"[318, 420, 471, 376, 443, 22, 330, 433, 41, 231]"
14,243,"[433, 231, 318, 420, 22, 319, 330, 443, 112, 41, 253, 312]"
14,244,"[420, 231, 41, 22, 318, 433]"
14,246,"[41, 443, 184, 59, 433, 420, 318, 319, 330, 22, 250]"
14,250,"[420, 330, 22, 318, 231, 433, 41]"
14,257,"[471, 376, 330, 231, 433, 112, 41, 253, 22, 420, 318, 427, 59, 312, 250, 184]"
14,261,"[112, 231, 318, 471, 376, 433, 41, 330, 253, 420, 22, 319, 427, 443, 184, 312, 59, 226, 398, 250]"
14,263,"[231, 420, 22]"
14,268,"[41, 433, 22, 319, 112, 330, 420, 226, 376, 231, 253, 318, 443, 59]"
14,270,"[41, 433, 376, 420, 231]"
14,279,"[330, 112, 318, 433, 420, 443]"
14,281,"[318, 420, 22, 250, 443, 319]"
14,285,"[330, 41, 420, 433]"
14,288,"[433, 41, 420, 22]"
14,296,"[433, 112, 330, 41, 253, 22, 231]"
14,297,"[112, 330, 433, 41, 420]"
14,299,"[231, 22, 443, 318, 433, 41, 420, 253, 112]"
14,308,"[330, 112, 231, 312, 319, 433, 443, 41]"
14,310,"[330, 231, 318, 420, 22, 41]"
14,311,"[433, 330, 376, 22, 471, 59]"
14,317,"[433, 41, 22, 318]"
14,318,"[330, 231, 22, 433, 420, 319, 41, 318, 253, 226, 112, 427, 184, 376, 398, 312, 250, 59, 443, 471]"
14,327,"[318, 22, 319, 376, 112, 433, 420, 231, 41, 184]"
14,329,"[376, 471, 231]"
14,330,"[330, 433, 41]"
14,331,"[231, 318, 253, 112, 443, 471, 330, 376, 22, 312, 420, 319, 41, 184, 433]"
14,332,"[231, 433, 330, 41]"
14,338,"[41, 471, 112, 433, 22, 420, 231, 330, 318, 253, 443]"
14,348,"[433, 420, 376, 330, 231, 253, 318, 112, 443, 319, 22, 41]"
15,2,"[330, 231, 279, 283, 112, 67]"
15,5,"[330, 112, 279, 442, 260, 231, 233]"
15,7,"[279, 283, 168, 67, 231]"
15,11,"[283, 231, 330, 260, 233, 112, 442]"
15,34,"[283, 279, 330, 112, 233]"
15,39,"[283, 279, 330, 233, 231, 112]"
15,43,"[283, 442, 233, 330, 279]"
15,46,"[112, 330, 11, 231, 283, 279, 442, 260]"
15,48,"[283, 279, 330, 112, 233]"
15,51,"[283, 279, 231]"
15,53,"[283, 330, 168]"
15,56,"[283, 231, 442, 330, 233]"
15,58,"[279, 283, 233]"
15,61,"[57, 283, 330, 279, 231]"
15,67,"[330, 112, 260, 233]"
15,70,"[279, 283, 112, 67, 231, 330, 260]"
15,71,"[283, 330, 260, 11, 442, 112, 231, 279, 67]"
15,74,"[279, 384, 442, 57, 372]"
15,83,"[330, 233, 231, 442, 283, 67, 112, 260, 384, 372]"
15,85,"[260, 233, 330, 442, 112, 57, 279, 215, 67, 45]"
15,90,"[279, 283, 233, 231, 330, 442, 112, 215, 372, 260, 399, 11, 168, 45, 67, 384]"
15,98,"[442, 112, 45, 330]"
15,102,"[283, 231]"
15,104,"[260, 231, 330, 112, 279, 233, 442, 45, 11, 283]"
15,106,"[231, 279]"
15,107,"[283, 231, 279, 67]"
15,117,"[283, 330, 279, 442, 233]"
15,119,"[233, 283, 260, 330]"
15,124,"[233, 67, 260, 384, 231, 330, 279, 283, 442, 168]"
15,130,"[279, 283, 330, 442, 233, 231, 112, 67, 260, 168]"
15,134,"[260, 330, 233, 112, 231]"
15,135,"[330, 279, 233, 283, 442, 112, 231]"
15,136,"[330, 57, 260, 112, 45, 231, 215, 283, 233, 168, 399, 372, 279, 384]"
15,140,"[279, 233, 283, 112, 231, 260, 215, 330, 442, 372]"
15,144,"[283, 442, 330, 279]"
15,160,"[67, 233, 283, 279]"
15,162,"[231, 112, 330, 442, 233, 283, 279]"
15,163,"[442, 372, 168]"
15,165,"[279, 233, 112, 260, 283, 330, 442, 168]"
15,168,"[233, 168, 283, 279, 442]"
15,176,"[283, 279, 330]"
15,178,"[279, 231, 283]"
15,179,"[279, 399, 384]"
15,180,"[442, 279, 112, 231, 372]"
15,184,"[283, 330, 231, 260, 112, 233]"
15,185,"[283, 330, 112, 67, 231, 279]"
15,187,"[260, 233, 283, 67, 384]"
15,190,"[279, 233, 168, 442]"
15,195,"[283, 442, 67, 112, 231, 279, 260, 399, 233]"
15,196,"[231, 112, 57, 330, 260, 399, 233, 215, 442, 279, 67, 168, 45, 372, 283]"
15,201,"[283, 279, 330, 442]"
15,205,"[442, 330, 231]"
15,208,"[231, 260, 442, 233, 372, 384]"
15,211,"[233, 283, 112, 330, 231, 215, 260, 67, 279, 57, 399, 45, 442, 372, 11, 384]"
15,214,"[330, 260, 233, 279, 112]"
15,217,"[384, 260, 67]"
15,224,"[279, 233, 330]"
15,228,"[442, 231, 67, 384, 330, 233, 260, 11]"
15,229,"[112, 260, 231, 283, 330, 384, 279, 233, 442]"
15,232,"[330, 442, 283, 279, 231, 260]"
15,233,"[112, 231, 442, 233, 11]"
15,240,"[330, 233, 279, 399, 283, 112, 260, 231, 67, 168]"
15,242,"[279, 233, 330, 442, 231, 67]"
15,243,"[283, 279, 231, 442, 330, 112, 260, 233, 384]"
15,244,"[279, 442, 231, 233]"
15,250,"[283, 330, 279, 231]"
15,261,"[112, 231, 283, 57, 11, 279, 442, 330, 45, 260, 399, 215, 67, 168, 165, 233, 384, 372]"
15,263,"[283, 330, 231]"
15,274,"[279, 231, 330, 233, 384, 67]"
15,281,"[283, 279, 168]"
15,285,"[330, 283, 279]"
15,288,"[67, 279, 11]"
15,297,"[330, 283, 279]"
15,299,"[231, 442, 279, 283, 112]"
15,310,"[283, 330, 231, 233, 442, 112, 279]"
15,311,"[330, 279, 283, 233]"
15,317,"[279, 283, 168]"
15,318,"[330, 231, 112, 260, 279, 384, 215, 283, 57, 168, 45, 165, 233, 67, 442, 399, 11, 372]"
15,327,"[372, 67, 279, 112, 233, 231, 11, 45, 215, 442]"
15,329,"[168, 384, 279]"
15,330,"[330, 283, 168]"
15,332,"[283, 330, 231, 67]"
15,338,"[283, 279, 112, 260, 330, 233, 231, 399]"
15,342,"[112, 231, 283]"
15,343,"[283, 279, 168]"
15,348,"[283, 279, 330, 442, 231, 233, 112, 260, 372]"
16,11,"[78, 345, 36, 3, 30]"
16,14,"[36, 149, 121, 42, 3, 76, 111, 345, 262, 30, 351, 101]"
16,28,"[351, 76, 149, 345, 36, 402, 3]"
16,29,"[36, 149, 76, 30, 345]"
16,30,"[3, 36, 121, 76, 345, 30, 404, 262, 464, 42, 245, 402, 134, 111, 101, 351, 78, 305, 149, 228]"
16,34,"[36, 149, 351, 3, 76]"
16,37,"[3, 76, 101, 345, 30]"
